"service_recordid","service_name","service_alternate_name","service_organization","service_description","service_locations","service_url","service_email","service_status","access_requirement","service_taxonomy","service_application_process","service_wait_time","service_fees","service_accreditations","service_licenses","service_phones","service_schedule","service_contacts","service_details","service_address","service_metadata","service_program","service_code","SDOH_code","code_category_ids","procedure_grouping","service_tag","service_airs_taxonomy_x","flag","bookmark","service_language","service_interpretation","eligibility_description","minimum_age","maximum_age","service_alert"
"1211968393866435","Personalized Care Plans By Condition","","809020738848766","The experience of a person diagnosed with cancer or heart disease is very different from that of an Alzheimer’s patient or someone with a pulmonary condition. At VITAS, we tailor our hospice care plan—both clinical care and our support services—to meet the unique symptoms and social and emotional needs that can accompany each specific condition or illness. Conditions include ALS, Alzheimer's Disease and Dementia, Cancer, Heart Disease, HIV/AIDS, Kidney Failure, Liver Disease, Lung Disease, Neurological Diseases, Pediatric, and Sepsis.","","https://www.vitas.com/care-services/personalized-care-plans-by-diagnosis","","1","none","893915418546777,1269871832519469","Call the 24/7 line for more information.","","","","","<a href=""tel:(855) 402-3645"">(855) 402-3645</a>","","","","","","","","","","","","","","","","","","","",""
"1219965481612856","SOME Senior Center","","918523571271755","SOME’s Senior Center, located in Ward 8, offers exciting health, wellness, and recreational activities and links participants to supportive services. Activities include, but are not limited to, fitness classes, health and wellness seminars, senior advocacy workgroups, and community trips (museums, shopping, etc.). Lunch is provided daily. Transportation is provided for residents of Wards 6, 7, and 8.","651934751090741","https://www.some.org/services/social-services/senior-services","","1","none","893915418546777,1276982655382389,976566727118378,819562758416858","Call to enroll. Eligibility: Participants must be a resident of DC, age 60 or over, capable of self-care, and without a diagnosis of dementia and/or memory loss.","","","","","<a href=""tel:(202) 235-1492"">(202) 235-1492</a>","","","","1216780850778368","","","","","","","","","","","","","","","",""
"1226514003731413","Assertive Community Treatment (ACT) - MBI Health Services","","619974574898067","MBI ACT program provides 24/7 team-based integrated, multidisciplinary, flexible treatment and support to people with severe mental illness who are more at-risk of psychiatric crisis and hospitalization and involvement in the criminal justice system. We believe people receive better care when their mental health care providers work together. We have psychiatrist and nurse on the team and we work closely with each other to best support our clients achieving psychiatric stability. On top of that, we help our clients address every aspect of their life, whether it be medication, therapy, social support, employment, legal issues or housing. Our goal is to support our clients working through their general recovery needs, developing desired skills for independent living and achieving the best quality of their life.","1142441892698286","http://www.mbihs.com/what-we-offer/assertive-community-treatment-%28act%29","","1","none","1276982655382389","Call to join the program.","","","","","<a href=""tel:(202) 464-9200"">(202) 464-9200</a>","","","","1165771453663151","","","","","","","","","","","","","","","",""
"1228132735417724","NEWCOMER COMMUNITY SERVICE CENTER: ENGLISH SECOND LANGUAGE","","644590666868771","Provide free evening English classes in both the D.C. and Virginia offices.","1137892633327650","http://newcomerservice.org","","","none","","","","","","","","","","","1149910639608595","","","","","","","","","","","","","","","",""
"1231073685933274","Visual Impairment - Vocational Rehabilitation Unit","","923928818796358","The Visual Impairment Services unit provides employment services to persons that are blind and visually impaired who are looking for a job or want to retain or advance in their current career. DSB believes with the right specialized independent living skills, orientation and mobility training, adaptive technology and vocational training opportunities, a person who is blind or visually impaired can be a competitive and valuable employee.","1218401963055584,1333682431246544","https://dds.dc.gov/service/services-people-blindness-and-visual-impairments","","","none","832122112723102,811387316911588,1151454077163181,1141891580359737,652121067639768","Contact the agency to establish eligibility and apply for services.","","","","","<a href=""tel:(202) 442-8400"">(202) 442-8400</a>&nbsp;(Voice)","1338861885601596,1338861885601597,1338861885601598,1338861885601599,1338861885601600,1338861885601601,1338861885601602,1338861885601622","","","1107370925309577","","","","","","","","","","","","","","","",""
"1239257983465773","Housing Services","","1046365080869798","Provides social services and referrals to homeless women.","1135336670475675","http://nebw.org/","","6","none","1305774265925553","","","","","","<a href=""tel:(202) 682-5825"">(202) 682-5825</a>","898084164708448,805784205962349","","1181299107910401","854668416527336","","","","","","","","","","","","","","","",""
"1177007501779839","Home Ownership","","1184125055440866","Habitat for Humanity provides a unique opportunity for families to build and buy their own homes. Our houses are sold below market value to families who qualify for a monthly housing payment that is no more than 30% of their monthly income. We work closely with our partner families to provide them with the knowledge and tools they need to become successful homeowners and we’re with them every step of the way to offer support and guidance. To become a homeowner, applicants must meet income and credit requirements, have a manageable level of debt, and be willing to complete up to 300 hours of sweat equity helping to build their home alongside our construction team and volunteers.","754270075554049","https://dchabitat.org/housing-services/homeownership/","","1","none","1305774265925553","To apply visit our website for a comprehensive breakdown. Read the requirements and if you fit those requirements, you then attend an information session, submit an application, complete volunteer hours, and then secure funding.","","","","","<a href=""tel:(202) 882-4600"">(202) 882-4600</a>","554488883410804","","","1167385181913380","","","","","","","","","","","","","","","",""
"1181580145834139","Child Sponsorship","","1031170884115304","Working with Families and groups to provide opportunities for children in need. Through partnerships sponsoring children and families at hoome and internationally.","","http://www.nazareneoutpostministries.org/programs-and-services/","","","none","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1187407875753941","CENTER FOR SOCIAL JUSTICE: D.C. READS","","605309967915458","Employs the services of students from 7 universities to tutor D.C. public school students at 40 learning sites. The program's main focus is reading.","799734694979867","http://socialjustice.georgetown.edu/students/service/dcreads/about/15129.html","","","none","","","","","","","","","","","600596504683790","","","","","","","","","","","","","","","",""
"1188051468871668","Teen Clinics","","1284952943863665","Our Teen Clinic is a safe, friendly, and comfortable place for teens to get healthcare. The Teen Clinic is at our Brentwood, Parkside, and East of the River Health Centers. Unity staff at our Teen Clinics love working with teens and young adults and will listen to you about any of your health concerns.","898537800432105,1229706459709655,945974432326654","https://www.unityhealthcare.org/services","","1","none","893915418546777","Call for more information.","","","","","<a href=""tel:(202) 469-4699"">(202) 469-4699</a>","","","","1111523833465987,672688689633830,932050155937690","","","","","","","","","","","","","","","",""
"1198304800320219","The Road to College","","586301457835998","Assisting all individuals interested in attending post secondary institutions and colleges and universities to gain admission into their institution of choice.","647230404089036","http://cityofpraisechurch.com/community/","","1","none","976566727118378","This is offered directly after church service every fourth Sunday of the month.","","","","","<a href=""tel:(301) 333-0500"">(301) 333-0500</a>","965540960654761","","","954227038164397","","","","","","","","","","","","","","","",""
"1203534029319840","Youth In Transition Services","","923928818796358","The Rehabilitation Services Administration (RSA) Youth in Transition Services Unit provides transition services, as defined by the Rehabilitation Act of 1973 amended, to coordinate a set of activities for students designed around an outcome-oriented process. These activities promote movement from school to post-school activities including post-secondary education, vocational training, integrated employment (including supported employment), continuing and adult education, and independent living. Vocational Rehabilitation Transition Services Vocational rehabilitation transition services link students with disabilities, while still in school, with the vocational rehabilitation program to create a continuum of services leading to long-term employment outcomes for eligible students. The benefits of (vocational rehabilitation) transition services include: the decrease in gaps in services between education and employment, the preparation and engagement of students/young adults in post-secondary training programs, and focused plans for employment that result in earlier attainment of long-term employment goals. RSA works collaboratively with the local public, public charter and non-public schools to ensure an uninterrupted plan of services for students from the secondary education environment to post-secondary education, training and employment. Services include career and/or vocational guidance and counseling and further assessments (as deemed appropriate and based on school findings) including vocational, medical, psychological, and assistive technology. The development of the Individual Plan for Employment (IPE) is completed before the student’s graduation or aging out of school.","1218401963055584,1333682431246544","https://dds.dc.gov/page/youth-transition-programs","","","none","893915418546777,1294707318379665,832122112723102,811387316911588,625531295881156,1141891580359737,1129144548042060","Contact the agency to establish eligibility and apply for services.","","","","","<a href=""tel:202-442-8400"">202-442-8400</a>&nbsp;(Voice)","1338861885601635,1338861885601636,1338861885601637,1338861885601638,1338861885601639,1338861885601640,1338861885601641,1338861885601668","","","1107370925309577","","","","","","","","","","","","","","","",""
"1200334283969211","Permanent Housing Program (PHP)","","1222701888984669","The Permanent Housing Program grants 13 young families (head of household ages 18-24) exiting city shelters seamless access to 2-bedroom apartments. Families receive a wide range of housing, case management, employment assistance, life skills education and other positive youth development services. Continuously updated, individualized service plans for each resident are geared towards the overall goal of assisting families in transitioning to independent housing.","1101683690019372","https://www.sashabruce.org/programs/safehomes/permanent-housing-program-php/","srobertson@sashabruce.org","1","none","1305774265925553,982549491856586,629380122005095,1054161113243743","Call or email to access this program.","","","","","<a href=""tel:(202) 889-2102"">(202) 889-2102</a>","635503777733530","","","1282039935063191","","","","","","","","","","","","","","","",""
"1204912060764678","JOINT BASE ANACOSTIA-BOLLING: AIR FORCE CAREER FOCUS","","1130582994663717","Provides assistance to military family members, active duty and retirees in securing employment. Home visits: Downtown","1331109090254077","http://cnic.navy.mil/ffr/family_readiness/fleet_and_family_support_program.html","","","none","","","","","","","","","","","787100265241537","","","","","","","","","","","","","","","",""
"1208455747240239","Healthy Weight Program","","752311766026273","MetroHealth now offers an evidence based lifestyle change program focused on reducing adult obesity through nutritional education, coordinating access to fresh produce, and increased physical activity. The success of the program is also attributed to participants working closely with a medical provider who works with them to come up with individual obesity centered care plan. Participants also get a free fitness tracker, cooking demonstrations and recipes and so much more.","591956672701732","https://metrohealthdc.org/services/healthy-weight-program/","","1","none","893915418546777","Call for more information on how to participate in the program.","","","","","<a href=""tel:(202) 800-8359"">(202) 800-8359</a>","","","","678389102808498","","","","","","","","","","","","","","","",""
"1210250305509510","Supportive Employment","","1148831835061989","Supported employment program is to provide evidence based support and assist with employment services for our clients. Through a multi-tiered method of wellness, we will help clients with obtaining education and skills for employment opportunities.","1214902198182923,1060230665027262","http://hillcrest-dc.org/services/adult-services/","info@hillcrest-dc.org","1","none","832122112723102,893915418546777,874406320909098","Call or walk-in for services.","","","","","<a href=""tel:(202) 232-6100"">(202) 232-6100</a>","","","","886665393820928,641281670998932","","","","","","","","","","","","","","","",""
"1210758210255628","Legal Interpreter Project","","1077851308935499","Since few legal organizations in the Washington, D.C. metropolitan area have attorneys or staff members who speak Asian languages, the APALRC launched the Legal Interpreter Project (LIP) in the fall of 2001 to supplement its Helpline project. Through LIP, the APALRC recruits community members to go through a two-day training program on legal interpretation. The APALRC currently has a pool of 54 trained interpreters whose skills span 26 different Asian languages. Once a client is referred from the Helpline to a legal services organization, the APALRC is able to provide the client with a trained legal interpreter, thereby ensuring that language does not continue to present a barrier to services. The APALRC’s legal interpreters have assisted with on-site interpretation for attorney-client meetings, interpretation via telephone, and translation of affidavits and other documents.","977080631663121","https://www.apalrc.org/legal-interpreter-project/","","1","none","841905613386238,1321490465403348","Once referred for services, you will be offered this service.","","","","","<a href=""tel:(202) 393-3572"">(202) 393-3572</a>&nbsp;&nbsp;ext. 22","869976109994289","","","877073319079269","","","","","","","","","","","","","","","",""
"1214212862830619","Juvenile Firesetters Intervention Program","","1091742936273498","The Juvenile Firesetter's Intervention Program is a four week intervention program which services children between the ages 2-17 who have exhibited fire related behavior. The program is designed to enlighten parents and children about fire safety and the consequences of fire. Not only does this program assess the child's need for educational services, it also provides education for children who have not set a fire but have been involved in a fire incident or displays a curiosity about fire.","","https://fems.dc.gov/service/juvenile-firesetters-intervention-program","","1","none","893915418546777","Primarily, referrals are made by members of the fire department and the juvenile court who come in contact with juveniles who are involved in fire incidents; however, anyone who cares about the safety of our children (parents, family, friends, neighbors, or others) can call for help or complete the referral form link here: https://fems.dc.gov/page/fems-juvenile-referral-form","","","","","<a href=""tel:(202) 727-2215"">(202) 727-2215</a>","","","","","","","","","","","","","","","","","","","",""
"1216919996503351","Physical Therapy","","1151840654132771","Physical therapy helps children move around and be as independent as possible. We’ll work on skills like rolling, crawling, sitting, standing and walking.","569762980024499,980257350381118,999180107217935,646112200857058","https://hschealth.org/medical-programs-therapy/services-programs/full-list","","1","none","893915418546777,1091485627676359","Call for more information and to make an appointment.","","","","","<a href=""tel:(202) 832-4400"">(202) 832-4400</a>","","","","758202120336301,685743545045067,1255844164471719,758202120336301","","","","","","","","","","","","","","","",""
"1226032227700549","Substance Abuse Counseling","","1093139785713640","Thrive DC believes that every person, no matter their circumstances, should be treated with respect and dignity. For those struggling with substance abuse and/or addiction we offer: -One-on-one counseling, case management, and treatment referrals -Weekly Men’s Substance Abuse Education (Wednesday) 10:30 AM – 11:30 AM -Weekly Women’s Substance Abuse Education (Friday) 2:00 PM – 3:00 PM -12 different topics of discussion (12 weeks) For those struggling with substance abuse and/or addiction we offer: Help Without Judgment Thrive DC offers a low-barrier program designed to reach clients considering sobriety or working hard to sustain it. The program is divided into three basic parts: Educational Groups Treatment Referral Individual Counseling Group Meetings Every Monday, Wednesday, and Friday from 11:00 AM – 12:30 PM Thrive DC holds a group meeting for people in recovery, considering recovery, or looking for more information on getting sober for friends and family members. Groups are open to all (not restricted by gender), and are accessible to both English and Spanish speakers. Education Topics The Educational Group Topics include: Definitions and self diagnosis Alcohol and drug education Triggers, cravings, and avoiding relapse Planning for sobriety Alcohol and tobacco Sex, drugs, and alcohol Spirituality Stress and emotional health Stress reduction Negative emotions Anger and communication Relapse prevention","1160291369304648","https://www.thrivedc.org/programs/substanceabuse/","gabriel@thrivedc.org","1","none","1276982655382389,629380122005095","For more information about substance abuse counseling, please contact Gabriel Fabre at (202) 503-1521 or gabriel@thrivedc.org","","","","","<a href=""tel:(202) 503-1521"">(202) 503-1521</a>","546785452197601","1008004012360540","","980902256958058","","","","","","","","","","","","","","","",""
"1227451026876891","Active Intake Project","","828308705468984","The Active Intake Project (AIP) is an innovative legal services delivery program, which brings legal services directly to the neighborhoods where D.C. seniors live. The AIP is part of AARP Legal Counsel for the Elderly’s Pro Bono Project. While most of our cases require D.C. seniors to initiate contact with our office through our Legal Hotline, the Active Intake Project ensures that LCE reaches underserved, low-income seniors in the District who may be reluctant or unable to initiate contact with our office. By holding periodic legal intake clinics in various senior centers, subsidized senior housing buildings, churches, senior fairs and other places where seniors congregate, the Active Intake Project is able to connect with underserved seniors. At each clinic, the active intake attorney and her volunteers meet individually with seniors present to complete a ""Legal Health Assessment,"" which pinpoints areas in which each participant may require legal assistance. Then after conducting a conflicts check, we schedule in-office appointments for clients whom we met in the field and require ongoing legal help. Cases requiring extended legal representation are referred to LCE's Pro Bono Project for referral to a volunteer attorney in the District of Columbia. The Active Intake Project handles civil cases for eligible clients in the following areas: Medicare/Medicaid, debt collection relief, landlord/tenant matters, public benefits, consumer fraud, powers of attorney for health care and finance, and wills.","","https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/active-intake-project.html?intcmp=AE-LCE-WWD-R1C1LL1","","2","none","893915418546777,899387596744807,841905613386238","Call for information","","","","","<a href=""tel:(202) 434-2099"">(202) 434-2099</a>","1153058029513279","","","814164678263538","","","","","","","","","","","","","","","",""
"1228697695545072","A Home of Your Own","","592376182631330","A Home of Your Own provides first-time buyers with an opportunity to become homeowners. We acquire foreclosed properties, renovate them using volunteer and skilled tradespeople, and sell the units to low- and moderate-income City of Alexandria residents and workers with greatly discounted and subsidized funding. Based on four recent acquisitions, buyers were able to decrease their housing costs by $350/month. In partnership with the City of Alexandria’s Office of Housing, we have provided affordable homes for more than 25 families.","645897759928377","http://www.rebuildingtogetheralex.org/index.php/about-us/programs2019","info@rebuildingtogetherdca.org","1","none","1305774265925553","Call or apply online. Concerning eligibility, folks who are eligible are low income homeowners who cannot maintain their homes (typically elderly, persons with disabilities, veterans, and families with children), as are nonprofit facilities, schools, and public spaces that serve low-income residents. To be considered for home assistance, candidates must complete and submit an application form and provide documentation of total household income, such as tax forms or pay stubs. Some of our clients are referred through congregations, schools, community agencies and service groups, or by self-referral.","","Test 3333","","","<a href=""tel:(703) 836-1021"">(703) 836-1021</a>","1338861885603920,1338861885603921,1338861885603922,1338861885603923,1338861885603924,1338861885603925,1338861885603926","","608334571472582,616318277327647,608334571472582,616318277327647","601829608206464","","","","","","","","","","","","","","","",""
"1228983284901807","Sustainability","","811471160167819","A financial assistance program for families including: - Direct financial assistance - Budgeting classes - Tax filing","625247779378848","https://lortonaction.org/youth-programs/","","1","none","899387596744807,982549491856586","Call to register. Walk in during registration hours.","","","","","<a href=""tel:(703) 339-5161"">(703) 339-5161</a>","1288229674069325,917334837513553,1092647832650486,1250568651405156,634711490856800","","","618873814452104","","","","","","","","","","","","","","","",""
"1225103848906322","Free Standing Mental Health Clinic & CORE","","619974574898067","Our Freestanding Mental Health Clinic & Core Services can be found at our Minnesota, Hunt Place, and MLK branches. These two services were our first services we ever offered to the D.C. community in 2009. They were put in place to help individuals proceed with their lives despite any physical or behavioral difficulties. Our Freestanding Mental Health Clinic focuses on the following: Diagnostic Assessment Individual, Family, and Group Therapy Interactive Psychotherapy Trauma-Based Therapy Prevention / Intervention / Group Counseling Behavior Modification Anger Management Domestic Violence Medication Management Trauma Groups While our Freestanding services are easily accessible by the public, CORE is not. In order to be placed under our CORE services, one must be linked to the Department on Behavioral Health (DBH). Also, unlike our Freestanding services, individuals are placed with Community Support Workers to help you commit to evolving and reinventing yourself into someone you have always wanted to become. Our Core services agency focuses on: Diagnostic Assessments Medication/Somatic Treatment Counseling/Psychotherapy Community Support Life Skills and Coping Strategies Substance Abuse Crisis Intervention","1219450960862351,1263123342132362,854967346211154","http://www.mbihs.com/what-we-offer/free-standing-mental-health-clinic-0024-core","","1","none","1276982655382389","Call to make an appointment.","","","","","<a href=""tel:(202) 388-9202"">(202) 388-9202</a>","","","","1185229150152167,800432356809465,1117577151026544","","","","","","","","","","","","","","","",""
"1227144157948013","The Sterling Short Term Family Housing","","650479626662564","THE STERLING SHORT TERM FAMILY HOUSING (STFH) provides emergency, temporary, housing and comprehensive supportive services to over 405 homeless children and their families in DC’s Ward 5 each year. Services include intensive case management and employment support, counseling, parent education, life skills and ABE/GED instruction, housing searches, and employment. Referred by the DC Department of Human Services (DHS), residents are given the opportunity to get back on their feet after an economic crisis, gain self-sufficiency and obtain stable, permanent housing in the community. Over 100 volunteers provide children and their families with learning and recreational activities, holiday parties, and a host of additional essential services.","1205020948348418","https://www.nccf-cares.org/family-services/","nflowers@nccf-cares.org","1","none","1305774265925553,1134365017275504,982549491856586,629380122005095","Call or email for more information.","","","","","<a href=""tel:(202) 450-2461"">(202) 450-2461</a>","","743955373227644","","850376818416729","","","","","","","","","","","","","","","",""
"1233124771884739","English and Adult Education","","818433220295218","CASA’s classes utilize a combination of communicative task-based learning and Popular Education techniques. Lessons are focused upon concrete and practical everyday experiences. Students, as adults, come to class with experiences they are encouraged to share and peer teach while performing tasks. Class materials are geared towards student’s life experiences and promote both civic engagement and community empowerment.","1317058386900282,1006643802398414,750119883782411,1078875042301972","https://wearecasa.org/programs/education/","rcusic@wearecasa.org","1","none","976566727118378,1269018426000715","Call to apply or apply online. Visit our website to see when each class is offered at the various locations.","","","","","<a href=""tel:(240) 491-5750"">(240) 491-5750</a>","748290900302660,969860092875916,1284665114387253","1047619176767571","","1306451793543777,827787423313811,1198431335179303,1271364189985979","","","","","","","","","","","","","","","",""
"1234923855165980","Foreclosure Prevention","","1235669446637932","Are you late in paying your mortgage or concerned about your ability to pay in the future? We provide free assistance to borrowers in distress. Homeowners who are facing default or have already defaulted too high level on a mortgage may speak with one of our foreclosure prevention counselors or set up a session to discuss their options moving forward.","683981038233399,1288442867873978","https://www.upo.org/housing-counseling/","","1","none","899387596744807,1305774265925553","Please call to join the next class.","","","","","<a href=""tel:(202) 231-7910"">(202) 231-7910</a>","1278111949794095,626485661504805,1132485145162044","","","1100921455050231,782663284558293","","","","","","","","","","","","","","","",""
"1232667842792865","Primary Care Medicine","","752311766026273","Primary medical care services are provided by a physician and a nurse practitioner. When needed, these clinicians provide referrals for specialty medical care in consultation with MetroHealth patients. MetroHealth’s clinical team includes a board-certified physician (internal medicine and infectious disease) and a nurse practitioner certified as an HIV specialist. MetroHealth offers comprehensive medical care, including: Urgent and acute office visits Chronic disease care and management Lab tests Immunizations Wellness visits, including school-required and work-required exams Women’s services Health education","591956672701732","https://metrohealthdc.org/services/medical/","","1","none","893915418546777","Call to set up an appointment.","","","","","<a href=""tel:(202) 638-0750"">(202) 638-0750</a>","","","","678389102808498","","","","","","","","","","","","","","","",""
"1236034161171034","East River Family Strengthening Collaborative","","1265909136483839","Offers case management services including assessments, family visits, school visits, senior meals, youth violence and drug prevention programs, parenting education, and support for grandparents who are caregivers of grandchildren. Case management Senior services Youth services Crisis intervention Housing assistance Fatherhood support Lifeskill training Community engagement Capacity building Technical assistance Parent Education and Support Services Truancy Financial Literacy and Tax preparation classes","996758537763515","http://www.erfsc.org/case-management/","info@erfsc.org","1","none","893915418546777,1305774265925553,1169956847122981,899387596744807,841905613386238","Call for services","","","","","<a href=""tel:(202) 397-7300"">(202) 397-7300</a>","1288075226708754,838708297516494","","","1000047601685886","","","","","","","","","","","","","","","",""
"1237618325820422","Care Management for Seniors","","1126607081226356","Geriatric care managers meet with clients either at a JSSA office location or in their home to help address a wide range of concerns and to conduct a comprehensive needs assessment. Family members are encouraged to be a part of this process. After the initial needs assessment, the care manager will work with the older adult and their family to develop a detailed plan of care, including recommendations and referrals. Services could include: - Assistance with medical appointments, including transportation - Communication and family issues - Home-delivered meals - Home repair and maintenance coordination - Medical and legal needs coordination - Monitoring home care services (housekeeping, personal care) - Paperwork organization and bill paying - Relocation and moving assistance - Safety concerns - Socialization issues - Shopping and errands (through JSSA’s volunteer programs) Clients are provided access to: - Mental health counseling to address a variety of difficult life challenges and situations (such as anxiety, caregiving, depression, dementia, family concerns, grief, health concerns, making difficult decision, moving and retirement issues) - JSSA and community workshops and groups - JSSA and community resources JSSA’s care managers act as advocates, consultants, and educators prioritizing the unique needs of each of their clients.","1118558741921381,603618233221428","https://www.jssa.org/get-help/seniors/care-coordination-for-seniors/","","1","none","893915418546777,819562758416858","Call for services.","","","","","<a href=""tel:(703) 896-7918"">(703) 896-7918</a>","607260486529938,975413515685238,821235535045622,794404419664353,1124435486943568","","","921349453832981,885324483952778","","","","","","","","","","","","","","","",""
"1241314019207000","GREATER WASHINGTON URBAN LEAGUE: D.C. EMERGENCY ASSISTANCE FUND","","1151742654940869","Provides rent/mortgage and utility assistance to individuals and families living in Ward 5 of the District of Columbia through the D.C. Emergency Assistance Fund.","861950181964621","http://gwul.org","","","none","","","","","","","","","","","1309544141702061","","","","","","","","","","","","","","","",""
"1244322314598060","IONA SENIOR SERVICES (WARD 3): ADULT DAY HEALTH CARE","","820630706542898","Provides a safe and caring environment for older residents of the D.C. Metropolitan area who may be suffering from Alzheimer's Disease, other types of dementia, stroke or physical impairment.","1092715705970916","http://iona.org","","","none","","","","","","","","","","","1298660539385549","","","","","","","","","","","","","","","",""
"1242062893800378","Family-based Housing","","1311337308136967","SHORT-TERM (UP TO 3 WEEKS) LAYC offers its family-based or host home model for youth with short-term housing needs and youth who could benefit from long-term placement with a family. Our short-term program (up to 21 days) provides emergency shelter to homeless and runaway youth, ages 12-17. LAYC recruits and trains English and Spanish-speaking individuals and families as host families to provide youth with safe, loving, and stable homes. As part of this program, biological families receive family preservation services. FAMILY PRESERVATION (SHORT-TERM ONLY) The goal of family preservation is to reunite youth with their families. Our staff makes every effort to mediate temporary conflicts that do not pose a long-term threat to the youth’s safety. Our staff provides in-home family counseling, parent skills development, and mental health treatment to youth. We work with families who may be experiencing difficulties with adolescent behavior problems and mental health concerns as well as the effects of abuse or neglect, trauma, and poverty. We typically work with the families of youth at risk of running away or who have run away and are housed with one of our host families for five weeks. LONG-TERM (UP TO 18 MONTHS) Our long-term program helps older homeless youth, 18-21, transition to adulthood in a loving home. Once a youth is placed in the home of a certified family, the program provides supportive services to the youth, the host family, and the youth’s biological family. These services include crisis intervention; individual, group, and family counseling; mental health assessments; advocacy; referrals; intensive case management; and transportation.","895829905770410","http://www.layc-dc.org/what-we-do/safe-housing/family-based-housing/","tlphh@layc-dc.org","","none","896905506493054,885604845315230,1300476128041301,982549491856586","REQUIREMENTS FOR YOUTH IN OUR FAMILY-BASED HOUSING PROGRAM Must be 12-17 years old for short-term placement; 18-21 for long-term placement Must be homeless or runaway Cannot be actively using drugs. If so, youth must be actively participating or willing to participate in a treatment program. Must not be considered a danger to self or others Must be willing to comply with the objectives agreed upon in his/her treatment plan. CONTACT INFORMATION FOR DC RESIDENTS Janeth Chorlango, Program Manager, janeth@layc-dc.org, (202) 400-5194. CONTACT INFORMATION FOR MD RESIDENTS Melissa Barney Montoya, Case Manager, melissa@layc-dc.org, (301) 431-3121.","","","","","<a href=""tel:202-300-9202"">202-300-9202</a>&nbsp;(Voice)","1338861885603399,1338861885603400,1338861885603401,1338861885603402,1338861885603403,1338861885603404,1338861885603405,1338861885603406","","","1124118217580659","","","","","","","","","","","","","","","",""
"1243657038645919","Foggy Bottom Food Pantry","","1297467042568288","The Foggy Bottom Food Pantry provides assistance to Washington, DC families in need. The Food Pantry provides fresh produce, meats, bread, cereal, and snacks.","1091350492556485","http://www.theunitedchurch.org/new-events/2019/2/9/foggy-bottom-food-pantry-le83x","","1","none","630013980013392,1238748896910244","Walk in. Clients should bring a photo ID showing their current Washington, DC address. Please note the schedule is subject to change around Thanksgiving and Christmas. Check our calendar for openings.","","","","","<a href=""tel:(202) 331-1495"">(202) 331-1495</a>","795311233367949","","828931086235381,756892272238697","1347874758673670","","","","","","","","","","","","","","","",""
"1247441946122537","Individual, Couples, and Family Counseling","","1126607081226356","Individual, couple and family counseling services. Help address, among other challenges: - Anxiety - Defiant behavior - Depression - Impulsivity - Social anxiety - Social – communication - ADHD/Executive functioning difficulties - Food issues - Identity issues - Adjusting to change - Aging issues - Bullying - Employment issues - Grief, loss and bereavement - Stress - Conflict resolution - Communication - Divorce - Family dynamics - Intimacy/trust - Marital conflict - Parenting - Premarital concerns","1118558741921381,803666590300951","https://www.jssa.org/get-help/adults-couples-and-parents/counseling/","","1","none","893915418546777","Call for services.","","","","","<a href=""tel:(703) 896-7918"">(703) 896-7918</a>","607260486529938,975413515685238,883702057588908,893592352798388","","","921349453832981,636730080252872","","","","","","","","","","","","","","","",""
"1248465838378546","Kosher Meals on Wheels Program","","1126607081226356","Seniors receive two low-salt meals, including lunch, dinner, bread, juice, milk, and fruit/dessert. Delivery is available Monday through Friday, and recipients may sign up to receive meals three, four, or five days per week. Meals are prepared by the Hebrew Home of Greater Washington in Rockville, Maryland and delivered by JSSA volunteers Monday through Friday between 9:00 AM and 12:30 PM. A full day’s set of meals are delivered cold and packaged in containers with heating instructions. Cancellations must occur at least 48 hours in advance. Meals will not be left at the door. There are subsidies for Meals on Wheels available from JSSA and Montgomery County Department of Health and Human Services Senior Nutrition Program for those who cannot contribute the full amount.","1118558741921381,603618233221428","https://www.jssa.org/get-help/seniors/meals-on-wheels/","","1","none","893915418546777,819562758416858","For more information, please contact Diane Hays Earp, 301-816-2639 or dhaysearp@jssa.org.","","","","","<a href=""tel:(703) 896-7918"">(703) 896-7918</a>","1293485875322731","","","921349453832981,885324483952778","","","","","","","","","","","","","","","",""
