"Action","Ledger ID","SDOH Code","SDOH Code Domain","SDOH Code Resource","SDOH Code Description","SDOH Code Type","Rating","Service","Organization","Timestamp"
"Added","534","IS-55","7","Procedure","Provision of emergency housing funds","Gravity","3","Empowerment Project/Transitional to Permanent Housing","DASH (District Alliance for Safe Housing)","2023-04-10 14:53:17"
"Added","535","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","2","Community Meals","DC Central Kitchen","2023-04-10 14:57:46"
"Added","536","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","2","Community Meals","DC Central Kitchen","2023-04-10 14:57:46"
"Added","537","1004110005","5","Procedure","Coordination of resources to address food insecurity (procedure)","SNOMED CT US","3","Community Meals","DC Central Kitchen","2023-04-10 14:57:46"
"Added","538","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Community Meals","DC Central Kitchen","2023-04-10 14:57:46"
"Added","539","464151000124107","5","Procedure","Referral to congregate meal program (procedure)","SNOMED CT US","3","Community Meals","DC Central Kitchen","2023-04-10 14:57:46"
"Added","540","713109004","5","Procedure","Referral to community meals service (procedure)","SNOMED CT US","3","Community Meals","DC Central Kitchen","2023-04-10 14:57:46"
"Added","541","D-5","6","Condition","Unable to obtain childcare due to limited financial resources","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","542","D-1","6","Condition","Material hardship","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","543","N/A","6","Goal","Able to afford childcare","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","544","N/A","6","Goal","Able to afford internet","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","545","N/A","6","Goal","Able to afford phone","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","546","IS-9","6","Procedure","Assessment of barriers in financial security care plan","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","547","IS-8","6","Procedure","Assessment of goals to achieve financial security","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","548","IS-7","6","Procedure","Assessment of progress toward goals to achieve financial security","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","549","IS-82","6","Procedure","Assistance with application for Telephone Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","550","IS-78","6","Procedure","Assistance with application for Internet Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","551","IS-79","6","Procedure","Education about Telephone Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","552","IS-63","6","Procedure","Education about Head Start","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","553","IS-93","6","Procedure","Education about child care assistance program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","554","IS-75","6","Procedure","Education about Internet Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","555","IS-72","6","Procedure","Evaluation of eligibility for Lifeline Wireless Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","556","IS-65","6","Procedure","Evaluation of eligibility for Head Start","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","557","IS-90","6","Procedure","Evaluation of eligibility for child care assistance program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","558","IS-80","6","Procedure","Evaluation of eligibility for Telephone Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","559","IS-76","6","Procedure","Evaluation of eligibility for Internet Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","560","462491000124104","6","Procedure","Referral to benefits enrollment assistance program (procedure)","SNOMED CT US","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","561","IS-81","6","Procedure","Referral to Telephone Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","562","IS-77","6","Procedure","Referral to Internet Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","563","IS-108","6","Procedure","Referral to Child Care Assistance Program","Gravity","3","Community Impact Centers","Far Southeast Family Strengthening Collaborative","2023-04-10 15:03:12"
"Added","564","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","565","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","566","G-1","7","Goal","Access permanent housing","Gravity","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","567","710824005","7","Procedure","Assessment of health and social care needs (procedure)","SNOMED CT US","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","568","IS-13","7","Procedure","Counseling for barriers to achieving housing stability","Gravity","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","569","IS-15","7","Procedure","Counseling for readiness for goals to achieve housing security","Gravity","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","570","IS-70","7","Procedure","Provision of housing support","Gravity","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","571","IS-46","7","Procedure","Referral for Coordinated Entry program","Gravity","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","572","308440001","7","Procedure","Referral to social worker (procedure)","SNOMED CT US","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","573","464001000124109","7","Procedure","Referral to case manager (procedure)","SNOMED CT US","3","Permanent Supportive Housing - Friendship Place","Friendship Place","2023-04-10 15:08:09"
"Added","574","73438004","1","Condition","Unemployed (finding)","SNOMED CT US","2","AimHire Job Placement","Friendship Place","2023-04-10 15:11:20"
"Added","575","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","AimHire Job Placement","Friendship Place","2023-04-10 15:11:20"
"Added","576","G-10","1","Goal","Completion of workforce employment program","Gravity","3","AimHire Job Placement","Friendship Place","2023-04-10 15:11:20"
"Added","577","IS-05","1","Procedure","Assessment of barriers in unemployment care plan","Gravity","3","AimHire Job Placement","Friendship Place","2023-04-10 15:11:20"
"Added","578","IS-06","1","Procedure","Assessment of goals to achieve employment","Gravity","3","AimHire Job Placement","Friendship Place","2023-04-10 15:11:20"
"Added","579","IS-109","1","Procedure","Assistance with application for workforce work readiness program","Gravity","3","AimHire Job Placement","Friendship Place","2023-04-10 15:11:20"
"Added","580","IS-107","1","Procedure","Referral to workforce work readiness program","Gravity","3","AimHire Job Placement","Friendship Place","2023-04-10 15:11:20"
"Added","581","464001000124109","7","Procedure","Referral to case manager (procedure)","SNOMED CT US","3","AimHire Job Placement","Friendship Place","2023-04-10 15:11:20"
"Updated","582","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","2","Food Pantry","Covenant House Washington","2023-04-10 15:14:31"
"Updated","583","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","2","Food Pantry","Covenant House Washington","2023-04-10 15:14:31"
"Updated","584","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Food Pantry","Covenant House Washington","2023-04-10 15:14:31"
"Added","585","741062008","1","Condition","Not in labor force (finding)","SNOMED CT US","2","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","586","Z56.9","1","Condition","Unspecified problems related to employment","ICD-10-CM","2","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","587","D-1","7","Condition","Housing Instability related to economic circumstances","Gravity","2","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","588","G-13","1","Goal","Completion of community workforce transition program","Gravity","3","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","589","G-5","7","Goal","Access supportive services to maintain housing","Gravity","2","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","590","IS-13","7","Procedure","Counseling for barriers to achieving housing stability","Gravity","3","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","591","IS-15","7","Procedure","Counseling for readiness for goals to achieve housing security","Gravity","3","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","592","IS-14","7","Procedure","Counseling for readiness for engagement in housing insecurity care plan","Gravity","3","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","593","IS-70","7","Procedure","Provision of housing support","Gravity","3","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","594","464001000124109","7","Procedure","Referral to case manager (procedure)","SNOMED CT US","3","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","595","IS-61","7","Procedure","Referral to additional service to maintain housing stability","Gravity","3","Transitional Housing","Covenant House Washington","2023-04-10 15:18:05"
"Added","596","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","2","Meals","Covenant House Washington","2023-04-11 16:23:21"
"Added","597","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","2","Meals","Covenant House Washington","2023-04-11 16:23:21"
"Added","598","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","2","Meals","Covenant House Washington","2023-04-11 16:23:21"
"Added","599","G-4","7","Goal","Access shelter","Gravity","2","Meals","Covenant House Washington","2023-04-11 16:23:21"
"Added","600","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Meals","Covenant House Washington","2023-04-11 16:23:21"
"Added","601","Z59.819","7","Condition","Housing instability, housed unspecified","ICD-10-CM","2","Transition Services","DC Center for Independent Living","2023-04-11 17:02:27"
"Added","602","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Transition Services","DC Center for Independent Living","2023-04-11 17:02:27"
"Added","603","IS-71","7","Procedure","Coordination of housing care plan","Gravity","3","Transition Services","DC Center for Independent Living","2023-04-11 17:02:27"
"Added","604","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Housing and Homeless Services","Edgewood/Brookland Family Support Collaborative","2023-04-11 17:41:09"
"Added","605","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Housing and Homeless Services","Edgewood/Brookland Family Support Collaborative","2023-04-11 17:41:09"
"Added","606","G-1","7","Goal","Access permanent housing","Gravity","3","Housing and Homeless Services","Edgewood/Brookland Family Support Collaborative","2023-04-11 17:41:09"
"Added","607","IS-70","7","Procedure","Provision of housing support","Gravity","3","Housing and Homeless Services","Edgewood/Brookland Family Support Collaborative","2023-04-11 17:41:09"
"Added","608","IS-55","7","Procedure","Provision of emergency housing funds","Gravity","3","Housing and Homeless Services","Edgewood/Brookland Family Support Collaborative","2023-04-11 17:41:09"
"Added","609","D-7","7","Condition","Housing instability, housed, history of multiple moves","Gravity","3","Family Homelessness Prevention","Everyone Home DC","2023-04-11 17:43:13"
"Added","610","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Family Homelessness Prevention","Everyone Home DC","2023-04-11 17:43:13"
"Added","611","IS-25","7","Procedure","Coordination of resources to address housing instability","Gravity","3","Family Homelessness Prevention","Everyone Home DC","2023-04-11 17:43:13"
"Added","612","IS-70","7","Procedure","Provision of housing support","Gravity","3","Family Homelessness Prevention","Everyone Home DC","2023-04-11 17:43:13"
"Added","613","IS-77","7","Procedure","Referral to Homelessness Prevention program","Gravity","3","Family Homelessness Prevention","Everyone Home DC","2023-04-11 17:43:13"
"Added","614","None","7","Procedure","Coordination","Gravity Grouping","3","Family Permanent Supportive Housing","Everyone Home DC","2023-04-11 17:53:38"
"Added","615","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Family Permanent Supportive Housing","Everyone Home DC","2023-04-11 17:53:38"
"Added","616","G-5","7","Goal","Access supportive services to maintain housing","Gravity","3","Family Permanent Supportive Housing","Everyone Home DC","2023-04-11 17:53:38"
"Added","617","G-1","7","Goal","Access permanent housing","Gravity","3","Family Permanent Supportive Housing","Everyone Home DC","2023-04-11 17:53:38"
"Added","618","IS-95","7","Procedure","Coordination of services to assist with maintaining housing security","Gravity","3","Family Permanent Supportive Housing","Everyone Home DC","2023-04-11 17:53:38"
"Added","619","IS-70","7","Procedure","Provision of housing support","Gravity","3","Family Permanent Supportive Housing","Everyone Home DC","2023-04-11 17:53:38"
"Added","620","464001000124109","7","Procedure","Referral to case manager (procedure)","SNOMED CT US","3","Family Permanent Supportive Housing","Everyone Home DC","2023-04-11 17:53:38"
"Added","621","None","7","Procedure","Assessment","Gravity Grouping","3","Perennial House","Healthy Babies Project","2023-04-11 18:01:45"
"Added","622","Z59.81101","7","Condition","Imminent risk of homelessness","ICD-10-CM","2","Perennial House","Healthy Babies Project","2023-04-11 18:01:45"
"Added","623","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","2","Perennial House","Healthy Babies Project","2023-04-11 18:01:45"
"Added","624","G-6","7","Goal","Access temporary housing","Gravity","3","Perennial House","Healthy Babies Project","2023-04-11 18:01:45"
"Added","625","710824005","7","Procedure","Assessment of health and social care needs (procedure)","SNOMED CT US","3","Perennial House","Healthy Babies Project","2023-04-11 18:01:45"
"Added","626","IS-95","7","Procedure","Coordination of services to assist with maintaining housing security","Gravity","3","Perennial House","Healthy Babies Project","2023-04-11 18:01:45"
"Added","627","IS-70","7","Procedure","Provision of housing support","Gravity","3","Perennial House","Healthy Babies Project","2023-04-11 18:01:45"
"Added","628","Z59.819","7","Condition","Housing instability, housed unspecified","ICD-10-CM","2","Supportive Housing","Hillcrest Children & Family Center","2023-04-26 12:52:33"
"Added","629","G-3","7","Goal","Access housing resources","Gravity","2","Supportive Housing","Hillcrest Children & Family Center","2023-04-26 12:52:33"
"Added","630","G-5","7","Goal","Access supportive services to maintain housing","Gravity","2","Supportive Housing","Hillcrest Children & Family Center","2023-04-26 12:52:33"
"Added","631","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Basic Needs Services","HIPS","2023-04-26 12:53:34"
"Added","632","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Homeless Counseling Services","Housing Counseling Services (HCS)","2023-04-26 13:37:30"
"Added","633","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Housing Services","Housing Up","2023-04-26 13:38:10"
"Added","634","Z59.81101","7","Condition","Imminent risk of homelessness","ICD-10-CM","3","Family-based Housing","Latin American Youth Center","2023-04-26 13:39:59"
"Added","635","Z59.0","7","Condition","Homelessness","ICD-10-CM","3","Family-based Housing","Latin American Youth Center","2023-04-26 13:39:59"
"Added","636","Z91.11","5","Condition","Patient's noncompliance with dietary regimen","ICD-10-CM","3","Nutrition Counseling - Mary's Center","Mary's Center","2023-04-26 13:41:37"
"Added","637","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Permanent Supportive Housing Program (PSH)","MBI Health Services","2023-04-26 13:43:14"
"Added","638","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","MetroHealth Food Bank","MetroHealth","2023-04-26 13:44:07"
"Added","639","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Housing Services","Miriam's Kitchen","2023-04-26 13:45:02"
"Added","640","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","The Kennedy Short Term Family Housing","National Center for Children and Families","2023-04-26 13:46:44"
"Added","641","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Capitol Vista Permanent Supportive Housing","N Street Village","2023-04-26 13:47:44"
"Added","642","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Housing Services","New Endeavors by Women","2023-04-26 13:48:14"
"Added","643","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Single-site Permanent Supportive Housing Program","Open Arms Housing","2023-04-26 13:48:57"
"Added","644","Z59.00","7","Condition","Homelessness unspecified","ICD-10-CM","3","Housing First Teams","Pathways to Housing DC","2023-04-26 13:50:09"
"Added","645","D-3","3","Condition","Substandard housing","Gravity","3","Safe and Healthy Home","Rebuilding Together","2023-04-26 13:50:57"
"Added","646","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","Home-delivered Meals","Seabury Resource for Aging","2023-04-26 13:51:40"
"Added","647","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","Food Pantry","So Others Might Eat (SOME)","2023-04-26 13:53:10"
"Added","648","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","3","Spanish Catholic Center Food Pantry","Catholic Charities of the Archdiocese of Washington","2023-04-26 13:53:48"
"Added","649","Z59.423","5","Condition","Severe food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quantity"")","ICD-10-CM","3","Morning Program","Thrive DC","2023-04-26 13:54:33"
"Added","650","Z59.022","7","Condition","Residing on the street","ICD-10-CM","3","Shelter Hotline","United Planning Organization","2023-04-26 13:56:18"
"Added","651","Z91.1","5","Condition","Patient’s noncompliance with medical treatment and regimen","ICD-10-CM","2","WIC Clinics","Unity Health Care","2023-04-26 13:58:02"
"Added","652","445271000124104","5","Condition","Nutrition impaired due to limited access to nutrition related supplies (finding)","SNOMED CT US","2","WIC Clinics","Unity Health Care","2023-04-26 13:58:02"
"Added","653","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","2","Case Management","Us Helping Us","2023-04-26 13:59:30"
"Added","654","445271000124104","5","Condition","Nutrition impaired due to limited access to nutrition related supplies (finding)","SNOMED CT US","2","Case Management","Us Helping Us","2023-04-26 13:59:30"
"Added","655","445281000124101","5","Condition","Nutrition impaired due to limited access to healthful foods (finding)","SNOMED CT US","3","Nutrition & Food","Vida Senior Centers","2023-04-26 14:00:20"
"Added","656","706875005","5","Condition","Insufficient food supply (finding)","SNOMED CT US","2","Food Pantry","Covenant House Washington","2023-04-27 16:57:24"
