"SDOH Category","Resource","Resource Element","Code System","Code","Description","Grouping","Definition","Is Panel Code","Is Multiselect"
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-34","Evaluation of eligibility for Transitional Housing program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-79","Evaluation of eligibility for Transportation Network Companies (Ride Hailing) Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-24","Evaluation of eligibility for transportation support programs","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-66","Evaluation of eligibility for Unemployment Benefit Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Evaluation of eligibility for unemployment benefits","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-61","Evaluation of eligibility for utility assistance program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-67","Evaluation of eligibility for Veteran Assistance Benefits Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-54","Evaluation of eligibility for Vocational Rehab Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-83","Evaluation of eligibility for Volunteer Driver Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-68","Evaluation of eligibility for weatherization program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-33","Evaluation of eligibility for Weatherization programs","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Gravity","IS-2","Evaluation of eligiblity for unemployement benefits","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-53","Evaluation of legibility for Public Transportation Voucher Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Food Insecurity","Procedure","Procedure.code","Gravity","I-64","Evaluation of progress toward goals","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-14","Evaluation of progress toward goals to achieve adequate housing","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-1","Evaluation of progress toward goals to achieve financial security","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-17","Health Risk Assessment","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Health Risk Assessment (Managed Care Organization)","Assessment","Determination of a value, conclusion, or inference by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of a child care assistance program","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of a Financial Loan Counseling Program","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of a General Relief Program","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of a Job Finding Assistance Program","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of a Vocational Rehab Program","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Provision of abatement","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of an Employment Legal Aid Program","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Provision of benefit enrollment assistance","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of Benefit Enrollment Assistance Programs","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of car share programs","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Provision of community resource assistance","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of community resource assistance","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of Earned Income Tax Credit & Tax Preparation Assistance","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-55","Provision of emergency housing funds","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Provision of environmental hazard testing","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-60","Provision of federal project based rental assistance voucher","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-59","Provision of federal tenant based rental assistance voucher","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of financial counseling","Provision","To supply/make available for use","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-37","Provision of gas voucher","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of Health Insurance Navigators","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Provision of home improvement/repair loans or grants","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-70","Provision of housing support","Provision","To supply/make available for use","",""
"Food Insecurity","Procedure","Procedure.code","Gravity","I-91","Provision of infant formula prescription","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of job development programs","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Provision of legal aid","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of Legal Aid","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Provision of medical-legal partnership assistance","Provision","To supply/make available for use","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Provision of microenterprise development/support","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-97","Provision of mortgage assistance","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-58","Provision of non-federal rental assistance voucher","Provision","To supply/make available for use","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-34","Provision of prescription voucher","Provision","To supply/make available for use","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-54","Provision of Public Transportation Voucher","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-51","Provision of rental assistance voucher","Provision","To supply/make available for use","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-59","Provision of Taxi/Ride Hailing Voucher","Provision","To supply/make available for use","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-13","Provision of transportation support","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Provision of weatherization","Provision","To supply/make available for use","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-81","Referral to Telephone Assistance Program","Provision","To supply/make available for use","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-46","Referral for Coordinated Entry program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Benefit Enrollment Assistance Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Case Manager","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Child Care Assistance Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a community resource network","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Financial Counseling/Literacy program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Financial Loan Counseling Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a General Relief Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Health Insurance Navigator","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a job development program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Job Finding Assistance Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Referral to a legal aid program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a legal aid program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Referral to a Medical-Legal Partnership","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a microenterprise development/support program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Prescription Assistance Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Representative Payee Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Temporary Financial Assistance program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Unknown","N/A","Referral to a tenants rights organization","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Veteran Assistance Benefits Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to a Vocational Rehab Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-61","Referral to additional service to maintain housing stability","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to an Area Agency on Aging","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to an Earned Income Tax Credit & Tax Preparation Assistance program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to an Elderly and Disabled Transportation Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to an Employment Legal Aid Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to an unemployment benefits program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-44","Referral to Area Agency on Aging","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-104","Referral to Area Agency on Aging","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-28","Referral to Area Agency on Aging","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-24","Referral to Area Agency on Aging","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-21","Referral to benefits enrollment assistance program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-72","Referral to Bike-Share Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-96","Referral to Car Repair Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-76","Referral to Car-Share Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to care manager","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to care navigator","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-113","Referral to Cash Assistance Program for Immigrants (CAPI)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-44","Referral to Cash Assistance Program for Immigrants (CAPI)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-108","Referral to Child Care Assistance Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-40","Referral to child care assistance program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to Children's Health Insurance Program (CHIP)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-115","Referral to Children's Health Insurance Program (CHIP)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-56","Referral to clothing assistance program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to Community Action Agency","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-20","Referral to Community Action Agency Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-19","Referral to Community Action Agency Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to Community Development Corporation","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-48","Referral to Community Development Corporations (CDCs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-108","Referral to Community Development Corporations (CDCs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-100","Referral to Community Development Corporations (CDCs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-28","Referral to Community Development Corporations (CDCs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-28","Referral to Community Development Corporations (CDCs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to Community Development Financial Institution","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-46","Referral to Community Development Financial Institutions (CDFIs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-106","Referral to Community Development Financial Institutions (CDFIs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-98","Referral to Community Development Financial Institutions (CDFIs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-26","Referral to Community Development Financial Institutions (CDFIs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-26","Referral to Community Development Financial Institutions (CDFIs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to community health worker","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-68","Referral to community nurse specialist","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-22","Referral to community nurse specialist","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-75","Referral to Day Shelter program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-92","Referral to Donated Vehicle Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-105","Referral to Earned Income Tax Credit & Tax Preparation Assistance","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-42","Referral to Elderly and Disabled Transportation Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-36","Referral to emergency financial assistance program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-56","Referral to emergency housing funds","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-76","Referral to Emergency Shelter program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-99","Referral to Employment Legal Aid Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Gravity","IS-1","Referral to employment service","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-67","Referral to Fair Housing Organization","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-103","Referral to Financial Counseling/Literacy","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-104","Referral to Financial Loan Counseling Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-38","Referral to Gas Voucher program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-114","Referral to General Relief Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-48","Referral to General Relief Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-64","Referral to Head Start","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-117","Referral to Health Insurance Navigator","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-101","Referral to healthcare program for homeless","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-30","Referral to Home improvement/repair loan and grant programs","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-42","Referral to Home repair program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-77","Referral to Homelessness Prevention program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-27","Referral to housing support programs","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-77","Referral to Internet Assistance Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-97","Referral to Job development (training and employment programs)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-96","Referral to Job Finding Assistance Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-57","Referral to lawyer","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-29","Referral to lawyer","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-52","Referral to Legal Aid","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-31","Referral to Legal Aid","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-73","Referral to Lifeline Wireless Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-52","Referral to Low Income Home Energy Assistance Program (LIHEAP)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
