service_recordid,service_name,service_alternate_name,service_organization,service_description,service_locations,service_url,service_email,service_status,access_requirement,service_taxonomy,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,service_phones,service_schedule,service_contacts,service_details,service_address,service_metadata,service_program,service_code,SDOH_code,code_category_ids,procedure_grouping,service_tag,service_airs_taxonomy_x,flag,bookmark
1210054763234429,"Senior Living Communities",,1275858156254689,"Seabury provides housing options for older adults through our three housing communities: Home First Residences®, Seabury at Friendship Terrace, and Seabury at Springvale Terrace.","1185094328556228,967601719856630,637684733149897",https://www.seaburyresources.org/seniorliving,info@seaburyresources.org,1,none,"1276982655382389,893915418546777,1305774265925553,819562758416858","Call or email for more information. Tours are available both in person and virtually.",,,,,1142710446777555,593652380535594,,,"1094098920613069,1217002783652146,1152665399777698",,,,,,,,,,
1205746962140909,"Self-Help Office (SHO)",,828308705468984,"LCE’s Self Help Office (SHO) empowers seniors through advocacy and community partnerships. A legal associate and volunteers provide direct assistance, helping more than 300 seniors each year. Services include, but are not limited to:

- Providing information for requesting DC government services
- Providing educational information on various legal topics;
- Providing self-help guides;
- Conducting public benefits checkups;
- Helping  with the preparation of applications for public benefits;
- Helping  write consumer complaint letters;
- Providing referrals to social service agencies;
- Providing information on filing small claims cases;
- Providing information on small estate probate and recording deeds;
- Providing information on requests for vital records;
Requesting and disputing credit report information

LCE believes there is no substitute for having staff ""on the ground"" in the community. We serve at six partnering locations:

- Downtown Cluster/NW
- Israel Baptist/NE
- Capitol View Baptist/NE
- IONA/NW
- Bread for the City/SE
- AARP DC State Office/SE",1183173298558849,https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/self-help-office.html?intcmp=AE-LCE-WWD-R1C2LL2,,1,none,"893915418546777,899387596744807,841905613386238","You must first call and make an appointment. ",,,,,770218954747061,,,,814164678263538,,,,,,,,,,
1219965481612856,"SOME Senior Center",,918523571271755,"SOME’s Senior Center, located in Ward 8, offers exciting health, wellness, and recreational activities and links participants to supportive services. Activities include, but are not limited to, fitness classes, health and wellness seminars, senior advocacy workgroups, and community trips (museums, shopping, etc.). Lunch is provided daily. Transportation is provided for residents of Wards 6, 7, and 8.",651934751090741,https://www.some.org/services/social-services/senior-services,,1,none,"893915418546777,1276982655382389,976566727118378,819562758416858","Call to enroll. 

Eligibility: Participants must be a resident of DC, age 60 or over, capable of self-care, and without a diagnosis of dementia and/or memory loss.",,,,,1234712878569481,,,,1216780850778368,,,,,,,,,,
1227451026876891,"Active Intake Project",,828308705468984,"The Active Intake Project (AIP) is an innovative legal services delivery program, which brings legal services directly to the neighborhoods where D.C. seniors live.

The AIP is part of AARP Legal Counsel for the Elderly’s Pro Bono Project. While most of our cases require D.C. seniors to initiate contact with our office through our Legal Hotline, the Active Intake Project ensures that LCE reaches underserved, low-income seniors in the District who may be reluctant or unable to initiate contact with our office.

By holding periodic legal intake clinics in various senior centers, subsidized senior housing buildings, churches, senior fairs and other places where seniors congregate, the Active Intake Project is able to connect with underserved seniors. At each clinic, the active intake attorney and her volunteers meet individually with seniors present to complete a ""Legal Health Assessment,"" which pinpoints areas in which each participant may require legal assistance. Then after conducting a conflicts check, we schedule in-office appointments for clients whom we met in the field and require ongoing legal help. Cases requiring extended legal representation are referred to LCE's Pro Bono Project for referral to a volunteer attorney in the District of Columbia.

The Active Intake Project handles civil cases for eligible clients in the following areas: Medicare/Medicaid, debt collection relief, landlord/tenant matters, public benefits, consumer fraud, powers of attorney for health care and finance, and wills.",,https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/active-intake-project.html?intcmp=AE-LCE-WWD-R1C1LL1,,2,none,"893915418546777,899387596744807,841905613386238","Call for information",,,,,"931173517724084,",1153058029513279,,,814164678263538,,,,,,,,,,
1228697695545072,"A Home of Your Own",,592376182631330,"A Home of Your Own provides first-time buyers with an opportunity to become homeowners. We acquire foreclosed properties, renovate them using volunteer and skilled tradespeople, and sell the units to low- and moderate-income City of Alexandria residents and workers with greatly discounted and subsidized funding. Based on four recent acquisitions, buyers were able to decrease their housing costs by $350/month. In partnership with the City of Alexandria’s Office of Housing, we have provided affordable homes for more than 25 families.",645897759928377,http://www.rebuildingtogetheralex.org/index.php/about-us/programs2019,info@rebuildingtogetherdca.org,1,none,1305774265925553,"Call or apply online. Concerning eligibility, folks who are eligible are low income homeowners who cannot maintain their homes (typically elderly, persons with disabilities, veterans, and families with children), as are nonprofit facilities, schools, and public spaces that serve low-income residents. To be considered for home assistance, candidates must complete and submit an application form and provide documentation of total household income, such as tax forms or pay stubs. Some of our clients are referred through congregations, schools, community agencies and service groups, or by self-referral.",,,,,979091642460386,894173153490187,,"608334571472582,616318277327647",601829608206464,,,,,4,,,,,
1236034161171034,"East River Family Strengthening Collaborative",,1265909136483839,"Offers case management services including assessments, family visits, school visits, senior meals, youth violence and drug prevention programs, parenting education, and support for grandparents who are caregivers of grandchildren.

Case management
Senior services
Youth services
Crisis intervention
Housing assistance
Fatherhood support
Lifeskill training
Community engagement
Capacity building
Technical assistance
Parent Education and Support Services
Truancy
Financial Literacy and Tax preparation classes",996758537763515,http://www.erfsc.org/case-management/,info@erfsc.org,1,none,"893915418546777,1305774265925553,1169956847122981,899387596744807,841905613386238","Call for services",,,,,1130262805064509,"1288075226708754,838708297516494",,,1000047601685886,,,,,,,,,,
1214490568958133,"LGBTQ Programs",,1275858156254689,"Through transportation, housing, volunteer services, and more, Seabury Resources for Aging supports older adults and people with disabilities of all sexual and gender identities and expressions. 

Out and About connects DC LGBTQ older adults through wellness programs, cultural events and conversations designed to address the concerns within the community. It is our mission to better understand the growing needs of LGBTQ older adults through listening, creating, and delivering programming with sensitivity, knowledge, and pride.",1281917418518969,https://www.seaburyresources.org/lgbtq-programs,kfuller@seaburyresources.org,1,none,"893915418546777,819562758416858","Call or email for more information.",,,,,675750465096310,593652380535594,,,1215798438097456,,,,,,,,,,
1222212212143407,"My Health GPS",,1287549685614240,"Mary’s Center proudly offers My Health GPS to qualified DC Medicaid participants (Amerihealth or Trusted Health Plans) living with three or more chronic conditions. Launched by the DC Department of Health Care Finance, My Health GPS is designed to improve care coordination so you can manage your complex health needs more effectively and increase your quality of life.  

You can enroll in My Health GPS by:  
Visiting any Mary’s Center Health Center   
Using the DC Health Homes website  
During your Mary’s Center Health at Home telemedicine visit  
Once enrolled in My Health GPS, you’ll receive caring support from a multidisciplinary care coordination team with the aim of improving your health outcomes and decreasing the likelihood of preventable hospital admissions and ER visits.  

You and a care team member will complete a thorough needs assessment and work together to create a care plan shaped by your unique needs and priorities. Your Mary’s Center care team will serve as your point of contact for coordinating all available My Health GPS benefits and will also give you referrals to other community and social support services as needed. 
","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/medical/other-specialties-and-services/my-health-gps/,,1,none,1276982655382389,"You can enroll in My Health GPS by:  
Visiting any Mary’s Center Health Center   
Using the DC Health Homes website  

Mary’s Center is ready to partner with you on your health journey. Don’t hesitate to reach out to us using the information below. 

To make an appointment or see if you qualify for My Health GPS, call: 

Mary’s Center appointment line at (844) 796-2797 anytime OR 
The DC Access HELPLINE at  (888)7WE-HELP  or (888) 793-4397 ",,,,,"1109152836345796,1136859825297998","1239905610045057,655172898058082,823973485555901,1184491209256204,892899945913453",,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
1223343952721664,"Isaiah House (Day Program)",,918523571271755,"Isaiah House is a supportive environment for adults whose lives have been impacted by homelessness as well as by severe and persistent mental illness.

Isaiah House has three primary components: drop-in services like showers, laundry, phone access, and more; psychosocial support through group work, social activities, and positive interactions with staff and peers; and membership, where established participants work closely with staff to plan activities, perform administrative duties, and provide support to new participants.

Some of the services offered at Isaiah House include animal therapy, field trips, healthy cooking workshops, anger management, women/men’s groups, bingo, advocacy, and meditation.",555733908618539,https://www.some.org/services/social-services/mental-health-services,therapy@some.org,,none,"817592898756695,629380122005095","Call or walk in.

Eligibility: Participants must be/have:

Currently experiencing homelessness
Desire to be in a mental health day program, meaning that they are seeking psychiatric treatment or emotional and behavioral support
Age 18 or over
A DC resident. SOME will assist patients with obtaining an ID card if necessary.",,,,,"828720521624019,","1338861885603226,1338861885603227,1338861885603228,1338861885603229,1338861885603230,1338861885603231,1338861885603232,1338861885603233",,,619195230479285,,,,,,,,,,
1243005448190685,"SOME Center for Employment Training (CET)",,918523571271755,"The SOME Center for Employment Training (SOME CET) is a tuition-free adult workforce training program that prepares adult learners for national, industry-recognized certifications for careers in Healthcare and the Building Trades.

SOME CET empowers people to move themselves out of homelessness and poverty and into living wage careers through hard and soft skills training, adult basic education, and career development.

In 2019, 119 students earned certificates and industry credentials.

In 2019, 113 CET students were employed in careers earning at or above minimum wage. 95% maintained employment for at least six months or longer.",1288243545225450,https://www.some.org/services/job-training,,1,none,976566727118378,"To apply, call or fill out the online form here: https://www.some.org/services/job-training/apply 

For more information, visit https://www.some.org/services/job-training/prospective-students

Past Experiences: Criminal history is not a barrier to entry.
Educational Background: A high school diploma or GED is not required to participate in the program.
Transportation: Transportation assistance is provided to all students monthly.
Residency: DC, MD, and VA residents may apply. ",,,,,955601168610811,,,,654987694705915,,,,,,,,,,
1232646715498091,"YMCA Virtual & Interactive Labs",,901970914472025,"YMCA Virtual and Interactive Learning Labs adopt a developmentally appropriate approach to nurturing young people. This in-person program takes a Lab approach in limited class sizes and will provide the necessary environment to ensure that each student receives the appropriate support as they engage in virtual learning with their school.  The YMCA Learning Labs incorporate character development as the framework for a successful, positive and healthy environment.


The Y’s primary concern is the health and safety of your child while they are in our care.  Children will be expected to follow the requirements of local government policy in regards to wearing masks.  Children two years and older are required to wear masks with the following exceptions:

While eating or drinking
Anyone who has a breathing problem or health issue that would put their health at risk by wearing a cloth face covering.
Anyone communicating with people who are hearing impaired for which the mouth needs to be visible.
When temporary removal of the face covering is needed to get medical or governmental services.
Masks and PPE will be worn by all staff and the Y will implement extensive cleaning procedures throughout the day. The Y will also be limiting contact between children in classrooms in addition to providing designated supply kits for each child.

In support of the virtual learning curriculum of the local school systems, each day the program will allow students to have guided instruction in the lab. This will allow them to continue their academic studies as assigned by their schools while they are away from the classroom, providing valuable consistency necessary to achieve each student’s learning goals. Students will work on their school’s assignments each day with the support of Y staff who will be there to help answer questions and provide guidance where needed.

Additionally, students will also be able to choose from a selection of the Y’s programs to help them develop socially, by participating in activities that are fun and stimulate their creativity. The Y is offering the following list of exciting Y Electives so children can choose activities that interest them throughout the day.","716573413368445,882293888224112,577218861870418,950611509071482,906614178779692,910674112866949,1089431432526337,940212538195830,991654914903385,920613426512187,1272787330877007",https://www.ymcadc.org/learninglabs/,,1,none,"1228385258535588,976566727118378,1091485627676359","Visit this website and select your center to register: https://www.ymcadc.org/learninglabs/#1597350518575-7190bf4e-0db4",,,,,1200804357675895,,,,"1310277015717903,1111486004109298,623483554226574,967215957608908,900274267215840,758769305327957,791236860915802,1171342361002389,736104421703506,920336761856377,1268199460403994",,,,,,,,,,
1276490106012366,"Homebound Senior Program",,918523571271755,"The Homebound Program offers long-term, intensive case management to seniors in their home. Case management support services include regular needs assessments, weekly calls, links to community resources, accompaniment to doctor appointments, and other practical assistance to support senior residents living in Wards 5, 6, 7, and 8 successfully age-in-place.",,https://www.some.org/services/social-services/senior-services,,1,none,"893915418546777,1242234055511863,1277101341169416,764797459068982,1316589317502463,819562758416858","Get on the Waitlist: Call (202) 701-1238

Eligibility: Participants must be a resident of DC in Ward 5, 6, 7, or 8, age 60 or over,  and in need of case management services. Participants must not be receiving services from an EPD Waiver Program.",,,,,1293778561897850,,,,,,,,,,,,,,
1235579050212858,"Behavioral & Mental Health - Vida Senior Centers",,879684021850075,"When aging, it is sometimes inevitable that older adults have a life without much company. Sometimes this happens because of their children have other responsibilities as parents and have to take care of their own families. Also, in the case of older adults who are immigrants, when getting older they are disconnected from their networks and family members in their country of origin. In many cases, this isolation ends up generating chronic episodes of depression. Likewise, the life of the elderly is usually accompanied by many economic concerns, especially when it comes to immigrants with limited resources, who did not accumulate a sufficient pension to meet their basic needs. Not being able to pay the house bills or the costs of their health bills generates a lot of anxiety. In the case of most of our participants, who are first-generation immigrants, linguistic isolation is added to all of the above. Feeling that they cannot communicate well with the society that surrounds them or that they cannot function as they normally do is a very common stress generator in immigrants. To handle these situations, VIDA offers daily individual counseling and group counseling aimed at training older adults to manage stress and anxiety. We try to break the taboo barrier and understand that we all are exposed to situations of anxiety and that in the midst of problems, we must have tactics that help us relieve tensions. And to complement group and individual counseling, Vida also offers daily Tai-chi exercise classes, in which older adults learn to breathe and relax the tensions that manifest in their body. Vida Senior Centers puts special emphasis on mental health, because this can trigger other effects on the well-being of the person. When the situation requires the intervention of a doctor, Vida Senior Centers refers the participant to a specialized center. For this, VIDA has been coordinating with several local organizations specialized in mental health medical treatments. In summary, the activities offered as part of our Mental Health program are as follows:

• Individual counseling to handle stress situations
• Group counseling on frustration management techniques
• Tai-Chi exercises to learn to breathe and relax the body
• Classes on Positive Thinking
• Classes on Mental and Emotional Health
• Referral to doctors if the need is identified","932502301190120,869647738071923",http://box2142.temp.domains/~vidasen1/behavioral-mental-health/,,1,none,1276982655382389,"Call to join the center.",,,,,751061458384755,,,,"965942365087326,948986432487608",,,,,,,,,,
1281873572081806,"Domestic Violence Support",,1287549685614240,"Mary’s Center recognizes the deep and lasting effects of domestic violence and we want you to know you are not alone. We are committed to empowering you and your family to live a life free from violence by providing compassionate care and comprehensive support.  

Our caring staff is trained to subtly look for signs of domestic violence (DV) and will refer you to the Domestic Violence Advocate, Family Support Workers, or a Mary’s Center therapist for mental health services if we believe you are experiencing DV. We also accept direct referrals from individuals and other service providers. Our in-house resources and services include: 

Case Management
Safety Planning
Shelter Placement﻿
Help with Legal Needs﻿","1202618027693441,953875575104132",https://www.maryscenter.org/social-services/domestic-violence-support/,,1,none,"893915418546777,625144853335827","If you have experienced or are currently experiencing domestic violence, you don’t have to face it alone. Mary’s Center can help.  Call us at (202) 748-2611 today. ",,,,,"1265664741921509,1109152836345796","1003280669828155,593029528256419,1106799266409790",,,"1108677909528551,904876794525199",,,,,,,,,,
1261952699824933,"Summer Day Camp",,901970914472025,"Summer camp registration is currently available. We are excited to be able to offer our popular Traditional Camps for the remaining weeks of summer. Please select your branch.","910674112866949,1272787330877007,920613426512187,906614178779692,950611509071482,1080745784913482,577218861870418",https://www.ymcadc.org/programs/camps/day-camp/,,1,none,"976566727118378,1091485627676359","Visit this website and select your center to register: https://www.ymcadc.org/programs/camps/day-camp/",,,,,1200804357675895,,,,"758769305327957,1268199460403994,920336761856377,900274267215840,967215957608908,1243421228505168,623483554226574",,,,,,,,,,
1268436437227362,"Jordan and Mary Claire Houses",,918523571271755,"Jordan and Mary Claire Houses are a community alternative to psychiatric hospitalization. Jordan House offers a residential psychiatric crisis stabilization program for adults in Washington, DC; Mary Claire is a six-month extended program for those who, upon discharge from Jordan House, would be vulnerable to cycling through crisis again because of severe or persistant mental illness exacerbated by chronic homelessness. Caring staff are on-site 24 hours a day and cultivate a safe, stable, homelike environment. Counselors complete a comprehensive assessment of each incoming client and follow-up with intensive counseling to rapidly stabilize psychiatric symptoms. Residents are encouraged to live with increasing independence and accountability.",,https://www.some.org/services/social-services/mental-health-services,,1,none,"893915418546777,1169956847122981,1305774265925553,876072370037480","Call (202) 292-4491 to make a referral
Hours: 24 hours a day
Eligibility: Must be experiencing psychiatric crisis. Aged 18 or older and able to walk up stairs unassisted. Residents of Mary Claire House must be currently experiencing homelessness.",,,,,1297718429442419,,,,,,,,,,,,,,
1278460102567092,"Seabury Connector",,1275858156254689,"Seabury Connector provides free transportation for Washington, D.C. residents age 60 years and older to wellness centers, adult day care, and for group shopping trips. ",1281917418518969,https://www.seaburyresources.org/transportation,info@seaburyresources.org,1,none,"878852836579488,819562758416858","To see about scheduling transportation, please call.",,,,,1086466564339000,,,,1215798438097456,,,,,,,,,,
1282627737254185,"Emergency Housing for Abused and Neglected Seniors",,918523571271755,"SOME provides emergency housing for seniors who have been abused, neglected, financially exploited, or displaced at Kuehner Place. Kuehner House is a temporary (90 day) housing program.

Services
Residents have their own rooms
Hot, nutritious meals daily
Support in obtaining Social Security and public benefits
Support in obtaining affordable, long-term housing
 Access to supportive services, including healthcare",651934751090741,https://www.some.org/services/housing/senior-housing,,1,none,"1305774265925553,1169956847122981","Access Services
Contact: (202) 292-4493

Eligibility: Applicants must be/have:

A resident of DC
Age 60 or over
Make less than $1,900 a month
Have a negative TB test within the past 12 months
Six months clean and sober
Capable of self-care
No recent history of violence
Not on the lifetime sexual offenders list
 An identified need for stabilization services",,,,,1065402652683987,,,,1216780850778368,,,,,,,2,,,
1287381779305670,"SOME Senior Camp",,918523571271755,"SOME offers an annual Senior Summer Camp for senior citizens in need of rest and relaxation but are unable to afford a vacation. This week-long retreat is offered twice each summer and located at a beautiful country house in West Virginia.",,https://www.some.org/services/social-services/senior-services,,1,none,"899387596744807,893915418546777,1218316969190320,819562758416858","Call for more information. 

Eligibility: Participants must be age 65 or older, physically independent, provide a medical form from a doctor, and provide proof of income.",,,,,828720521624019,,,,,,,,,,,,,,
1330210073954058,"Infectious Disease",,1287549685614240,"Mary’s Center providers are highly-trained and equipped to treat patients with infectious diseases such as HIV, Hepatitis, Tuberculosis, sexually transmitted infections, and many others. Our Infectious Disease team will work with you to identify, manage, and treat your diagnosis with the utmost care. Mary’s Center provides quality care for a variety of infectious diseases including:  

Bloodstream, bone, and joint infections 
Complicated urinary tract infections 
Fungal and skin infections 
HIV/AIDS  
Lyme disease 
Malaria and other tropical diseases 
Meningitis 
Sexually transmitted infections 
Staphylococcus aureus infections, including MRSA 
While many infectious diseases can be prevented by vaccines, frequent and thorough hand-washing also is one of the most effective ways to protect your health, and always talk to your healthcare provider before any international travel. 
","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/medical/other-specialties-and-services/infectious-disease/,,1,none,1276982655382389,"Call to make an appointment. We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"1109152836345796,975713005890497,1249506930671270","1239905610045057,655172898058082,823973485555901,1184491209256204,892899945913453",,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
1312648219687403,"Nutrition & Meal Services",,1078800059400169,"In order to thrive, you need food that tastes good and is good for you. Our nutrition programs are designed to serve seniors 60+ and adults with disabilities, whether it’s at one of our community dining sites or through home-delivered meals. Individualized nutrition counseling and education programs are also available.

Community Dining Sites
DACL has over 40 community dining sites across all eight wards of Washington, DC. Find a community dining site near you by visiting the website.
 
Home-Delivered Meals
DACL delivers prepared meals to adults 60 years of age or older at their homes throughout the city. The spouses of homebound adults or disabled persons that reside with these homebound adults may also be eligible to receive these meals.

Nutrition Counseling
A registered and licensed dietitian or other health professional can offer education and suggestions for improving your nutritional status based on your needs. This one-on-one advice and guidance is provided to individuals who are at nutritional risk because of their nutritional history, current dietary intake, medication use, or chronic illnesses. 
 
Nutrition Education
Nutrition education programs are provided to promote better health and well-being by providing accurate and culturally sensitive nutrition, physical fitness, or health information and instruction to participants and caregivers in a group or individual setting, supervised by a dietitian or other health professional.",818197734902999,https://dacl.dc.gov/service/nutrition,dacl@dc.gov,1,none,819562758416858,"Call for referral services.",,,,,"767434507934353,791466840370210",,,,1193727390444096,,,,,,,,,,
1338909579517881,"Diabetes Prevention Program (DPP)",,901970914472025,"Diabetes Prevention Program is for those who are pre-diabetic. It is a year-long programs with 25 support classroom sessions. Participants learn about healthy eating and increasing physical activity to reduce risk of diabetes. We accept private insurance.

How the program works? 

The YMCA’s Diabetes Prevention Program is part of CDC led National Diabetes Prevention Program. It gets to the root of the diabetes epidemic by helping those at high risk of developing the disease make lifestyle changes. The program focuses on healthy eating, physical activity and weight management. The program goals are to reduce body weight by 7% and increase physical activity by 150 minutes per week.

Participants in the YMCA’s Diabetes Prevention Program meet in a classroom setting as a group with a trained YMCA lifestyle coach for 16 weekly core sessions. During the sessions, they learn how to make healthier food choices, how to incorporate more physical activity into their daily routine and how to manage a healthy weight. After the initial 16 core sessions, participants meet monthly for added support to help them maintain their progress.",,https://www.ymcadc.org/programs/health-fitness/ymcas-diabetes-prevention-program/,Anita.Dandeker@ymcadc.org,,none,"879394671891223,1102011945010404,1276982655382389,1351267360227145","To register, email Anita.Dandeker@ymcadc.org or visit this website: https://www.ymcadc.org/programs/health-fitness/ymcas-diabetes-prevention-program/ 

Participants must meet the following criteria: 
• Must be 18 or older, 
• Overweight/obese (BMI > 25)
• High risk for developing type 2 diabetes, or have been diagnosed with prediabetes.
* YMCA membership is not required!",,,,,"1200804357675895,","1338861885601303,1338861885601304,1338861885601305,1338861885601306,1338861885601307,1338861885601308,1338861885601309,1338861885601310",819548083424279,,,,,,,,,,,,
1342355454259613,"Information & Referral/Assistance",I&R/A,1078800059400169,"Provides a single, coordinated system of information and access for individuals seeking long-term services and supports to older adults (60 years and older), individuals with disabilities (18 to 59 years old), and their caregivers. Assists with the following but is not limited to screening for the Elderly and Persons with Disability (EPD) Waiver, referrals to Home Delivered Meals (HDM), caregiver support information, legal resources, transportation services, etc.  Call to speak with an Information and Referral/Assistance (I&R/A) Specialist",818197734902999,,dacl@dc.gov,2,none,"893915418546777,1294707318379665,1212005456553071,754865326124113","Call to make an appointment.",,,,,"767434507934353,791466840370210,",,,,1193727390444096,,,,,,,,,,
